transcript_stable_ID,Nr35 counts,Nr36 counts,Nr37 counts,Nr38 counts
Y34D9B.1,667,625,688,761
Y34D9B.1,700,655,736,796
F10E9.6,2673,2273,2106,2336
F10E9.6,2600,2218,2036,2256
F10E9.6,3047,2605,2400,2660
F43C9.4,410,364,371,430
F43C9.4,354,302,311,346
R06B9.6,2404,2400,2378,2633
ZC504.4,3198,2853,2664,2869
ZC504.4,3198,2853,2664,2869
ZC504.4,3520,3144,2904,3145
ZC504.4,3520,3144,2904,3145
F57B7.4,344,326,288,303
C35C5.4,866,877,817,889
PAR2.4,4825,4780,4362,5104
PAR2.4,4348,4318,3951,4633
R07E4.4,849,766,711,810
F11A10.3,3554,3211,2590,3177
T05C12.6,4411,4424,4222,4681
T05C12.6,4426,4440,4242,4699
T05C12.6,4425,4440,4241,4698
Y47G6A.24,1023,1010,904,1053
Y47G6A.24,1023,1010,904,1053
B0432.4,2543,2311,2155,2381
M106.1,9527,8638,7778,9416
R13.4,3427,3151,3225,3558
F42G10.2,446,414,359,358
C36E6.3,4442,4034,4089,3978
C36E6.5,5389,4646,4715,5114
F09F7.2,1671,1500,1643,1624
F09F7.2,6587,5625,6122,5750
C56G7.1,3737,3598,3390,4147
F35G12.1,2272,1987,1757,2185
F35G12.1,2135,1841,1666,2030
T28A8.7,2908,2972,2914,3201
K11D12.10,956,761,800,896
K11D12.10,1050,846,879,982
T04C9.4,635,690,733,725
T04C9.4,534,580,624,611
T04C9.4,741,794,822,782
H14A12.4,20,28,19,28
C39E6.4,335,266,223,289
C09E8.3,700,608,609,632
W01F3.3,12090,10776,11129,12059
ZC15.7,99,84,94,97
ZK430.8,841,740,731,789
W08F4.6,2105,1841,2076,2052
F09B12.1,1067,689,929,820
F09B12.1,1174,784,1021,903
T02G5.13,3678,3154,2721,3280
T02G5.13,3212,2785,2420,2936
C26E6.11,745,773,744,906
ZK1058.1,6516,5925,5871,6438
T20B12.6,1908,1610,1568,1800
T20B12.6,1908,1610,1568,1800
F53G2.7,3407,3224,2983,3448
R166.5,7868,7857,7822,8545
R166.5,12109,11706,11691,13289
C10A4.8,85,79,81,77
B0285.7,2925,2730,2631,2807
T06H11.4,736,612,605,691
W01A11.6,221,222,218,244
K06C4.6,28,45,31,35
K06C4.6,28,45,31,35
K06C4.6,20,33,26,26
Y54E10BR.7,93,84,86,107
F32A11.6,316,233,262,249
K03H1.2,8118,7741,6458,7944
C04H5.6,3847,3859,3539,4312
EEED8.5,7921,7095,6379,7821
T07H6.2,282,281,241,275
F38E1.7,7411,6929,6848,7794
F52F12.3,2611,2513,2371,2784
T23D8.1,6742,6362,6235,7165
F11A10.4,5292,5021,4935,5610
R02E12.2,2263,2201,2286,2496
R02E12.2,1936,1862,1917,2053
Y53C12A.4,2161,1954,1991,2204
T27C10.3,807,772,675,830
ZC155.3,4172,4020,3773,4347
F43C1.2,4311,4174,4103,4768
F43C1.2,3537,3397,3403,3969
C04G6.1,254,170,230,179
C04G6.1,207,130,198,150
C04G6.1,260,174,239,190
Y71G12B.24,1177,1098,1141,1203
ZC410.2,1995,1805,1580,1893
C29F5.4,12,7,5,5
C29F5.4,11,7,2,3
K01A2.8,256,233,236,263
K01A2.8,511,481,441,525
K01A2.8,393,380,336,396
T06A4.2,7,0,5,2
F09G8.9,1,4,2,2
C52A11.4,1083,859,902,838
C52A11.4,1154,921,970,902
C52A11.4,1105,883,917,861
C52A11.4,1111,885,925,863
C52A11.4,237,186,188,172
C52A11.4,1111,885,923,862
C52A11.4,1111,885,923,862
K08B12.5,11416,10464,9711,11000
ZC302.1,4931,4512,4088,4858
Y37D8A.9,6370,6292,6378,7116
Y37D8A.9,5564,5518,5563,6169
F57C12.5,3528,2970,2960,3120
F57C12.5,3528,2970,2960,3120
F57C12.5,3528,2970,2960,3120
F57C12.5,3590,3022,3010,3178
F57C12.5,3590,3022,3010,3178
F57C12.4,757,663,658,717
E03G2.2,660,578,567,636
F21G4.2,13210,13276,13116,15224
F14F4.3,5949,5507,5420,6058
F14F4.3,5461,4990,5024,5561
F20B6.3,616,521,538,546
Y43F8C.12,6028,5958,6171,6750
Y75B8A.26,222,209,200,194
Y41C4A.14,642,678,640,654
H26D21.2,4714,4696,4282,4818
T02G5.6a,15,13,12,20
F09E8.3,2279,2085,1859,2299
Y47G6A.11,8699,8369,7623,8982
R10E9.1,1698,1558,1520,1650
K07F5.2,0,0,0,0
ZK354.4,0,0,0,0
K05F1.2,1,1,0,0
ZK546.6,1,1,0,0
F36H12.7,0,1,0,0
F26G1.7,0,1,0,0
R05F9.13,13,10,9,9
R05F9.3,0,0,0,0
R05F9.8,0,2,0,0
C04G2.4,0,0,0,1
K08F4.8,0,0,1,0
C33F10.9,1,3,2,1
F58A6.8,1,2,0,0
C34F11.6,1,0,0,0
C34F11.4,1,0,0,0
ZK354.5,494,465,416,508
R13H9.4,0,0,0,0
C09B9.6,0,2,0,0
K07F5.3,0,2,0,2
R13H9.2,0,1,0,1
ZK354.11,0,0,0,1
K05F1.7,0,0,0,0
ZK1248.6,2,1,0,1
ZK354.1,0,0,0,0
F09C12.7,0,0,0,0
ZK1251.6,3,4,0,0
F32B6.6,0,1,0,0
T13F2.11,0,3,0,1
T13F2.10,0,0,0,0
K07F5.1,0,0,0,2
K04D7.2,2315,2182,1978,2336
K04D7.2,2052,1892,1690,2051
ZK337.5,51,40,42,42
B0414.7,5754,5005,4357,5318
B0414.7,5771,5027,4379,5342
K11G9.6,2121,1337,1134,1728
T08G5.10,554,596,515,1080
Y110A7A.5,1433,1280,1154,1330
T24A11.1,18251,16767,15090,18013
T24A11.1,18144,16657,14966,17854
H28G03.6,1802,1742,1577,1783
F53A2.8,2822,2633,2370,2725
F53A2.8,2659,2492,2236,2557
F53A2.8,2610,2440,2183,2496
Y39H10A.3,2206,2189,2249,2448
Y39H10A.3,2108,2088,2137,2331
W08D2.7,6363,5890,5182,6126
PAR2.1,1269,1312,1099,1551
F39B2.11,3020,2724,2741,3114
ZC97.1,1436,1328,1365,1551
ZC97.1,1439,1330,1369,1555
K08E5.3,4136,3705,3523,3758
K08E5.3,4473,3998,3777,4042
W10G6.3,2194,1889,1866,1797
T22E5.5,4611,4059,4200,3922
K07D8.1,8274,6955,6723,6760
F37D6.1,4500,4377,3800,4483
C43E11.2,702,628,485,681
C43E11.2,1809,1535,1279,1683
C14C11.6,951,932,853,1096
T01C3.8,1729,1689,1532,1878
B0379.3,6983,6720,6292,7526
B0379.3,7278,6975,6506,7795
K04F10.6,2509,2354,1961,2465
K04F10.6,2514,2358,1964,2469
ZK1098.8,4895,4497,3996,4779
C06A6.3,1189,1047,1102,1297
T19B10.11,805,758,737,1010
F40G9.11,938,1084,1031,1182
F46G10.6,320,306,343,315
T18D3.4,5749,4309,5359,4669
K12F2.1,9995,7427,8279,8161
F58G4.1,2724,1950,2011,2001
VC5.4,2691,2375,2120,2534
K03D10.3,2205,2126,2107,2248
C34B7.4,2411,2230,1932,2280
C43E11.6,176,176,187,192
C43E11.6,4588,3661,3587,3835
C43E11.6,4148,3290,3225,3487
C43E11.6,4083,3229,3142,3427
C43E11.6,4148,3290,3225,3487
F31F6.6,552,478,448,423
R107.1,506,420,394,481
K08E5.2,474,375,425,445
K08E5.2,474,375,425,445
F45G2.1,20,8,31,20
K09C8.3,8,1,7,5
K11G12.1,2125,1994,1785,2106
K11G12.1,2143,2006,1798,2125
C24F3.3,42,30,32,40
F39D8.4,25,11,20,26
F09E8.6,71,64,59,63
T04G9.2,58,39,67,43
K03B8.1,0,0,0,0
K03B8.2,0,4,1,0
K03B8.3,1,0,0,0
K03B8.5,5,2,1,3
F56A4.1,0,0,0,0
T11F9.3,1300,1102,1034,1204
T11F9.5,38,27,24,29
T11F9.6,17,18,8,13
R10H1.5,12,6,8,6
F20G2.4,1,7,0,1
F46C5.3,17,17,13,23
T23F4.4,8,14,8,6
F42A10.8,83,82,73,81
F58A6.4,16,18,19,15
K06A4.1,209,219,215,159
Y95B8A.1,75,45,48,34
F58B4.1,122,100,83,94
F58B4.1,127,100,85,95
T02B11.7,78,66,61,75
K04E7.3,59,39,38,33
C26C6.3,38,45,39,43
C17G1.6,474,408,402,493
C17G1.6,447,371,367,457
F57C12.1,61,40,66,37
F38E9.2,471,438,445,481
C05D11.6,42,39,30,35
T23H4.3,68,70,62,88
4R79.1,35,10,24,28
4R79.1,41,16,29,35
C07D10.4,147,122,122,87
C34D4.9,37,20,37,21
C37H5.9,431,388,414,409
C37H5.9,426,386,410,406
C37H5.9,426,386,410,406
C09H10.6,6518,6249,5198,6746
C50B6.2,36842,36632,33696,39557
C27F2.2,125,83,86,100
C27F2.2,125,83,85,100
F02G3.1,3979,3341,3142,3500
F02G3.1,3522,2903,2798,3046
F02G3.1,3981,3345,3147,3501
F37E3.1,6726,6135,5660,6670
F26A3.2,1723,1768,1511,1698
ZK470.5,1796,1646,1553,1760
ZK470.5,1608,1458,1359,1568
ZK112.2,5594,5537,5535,6434
F02E8.6,537,500,518,543
F09G8.4,61,53,54,55
C44C1.3,31,18,18,12
F10G8.5,4100,3440,3551,3680
K03E6.3,69,48,41,47
Y113G7A.4,1208,1134,1061,1058
Y113G7A.4,1214,1140,1068,1069
Y97E10B.7,30,22,17,21
C10G8.5,3246,2601,2814,2606
C10G8.5,1582,1254,1322,1219
C10G8.5,3612,2903,3171,2958
C10G8.5,3678,2967,3246,3011
ZC168.1,2256,1900,1809,2013
F35C12.2,112,89,108,95
F35C12.2,112,89,108,95
Y32F6B.2,16,2,7,6
C07A9.4,114,113,118,125
C07A9.11,738,628,690,678
C13D9.7,49,39,33,39
C13D9.8,12,10,4,5
W01B6.9,5777,5393,4219,5588
F56F3.2,1157,1139,1149,1250
F56F3.2,1158,1139,1151,1252
T26A5.3,3472,3186,3083,3419
Y54E10BL.5,1592,1500,1568,1991
F22D6.4,1324,1235,1238,1455
W10D5.2,3301,3140,3170,3336
T26E3.2,250,223,270,283
W02G9.1,60,49,64,61
Y38A8.1,256,226,191,238
Y37H9A.6,388,339,334,421
EEED8.8,601,526,544,582
C43E11.7,857,731,790,883
Y87G2A.14,74,58,61,69
F13H10.2,1430,1271,1267,1373
F13H10.2,1327,1179,1182,1283
F45H11.2,1471,1446,1314,1648
Y39G10AR.3,38,38,32,38
ZC581.1,300,298,228,307
F19H6.1,257,201,194,196
D1044.8,46,25,35,36
ZK20.6,2328,2061,1992,2251
T05A8.4,877,782,855,758
ZC155.1,5549,5001,5751,5816
T07C4.9,1158,1038,1152,1133
T07C4.9,1342,1195,1309,1271
C28A5.3,706,628,549,566
C37H5.1,106,83,106,97
ZK1290.4,2660,2479,2423,2625
ZK1290.4,2622,2446,2377,2582
ZK1290.4,2874,2713,2675,2882
F42A10.2,827,692,590,719
F42A10.2,911,774,647,801
F42A10.2,893,757,640,792
Y56A3A.13,1100,1128,1092,1155
T08D10.1,808,761,729,870
Y53H1A.5,888,964,899,1001
W10D9.4,1592,1546,1325,1684
F23F1.1,1384,1377,1119,1396
Y69A2AR.29,166,162,139,188
T19A6.2,5196,4450,3934,4711
T19A6.2,5021,4296,3768,4542
T19A6.2,5195,4450,3932,4711
F54G8.4,743,663,637,651
F26F4.7,7349,7004,6968,8187
W04H10.3,805,727,750,860
W04H10.3,828,738,770,870
R09G11.2,546,469,525,534
R09G11.2,854,802,844,847
R09G11.2,1173,1058,1166,1122
B0280.8,826,773,679,851
C28D4.1,371,315,278,345
H12C20.6,466,402,398,412
H12C20.6,463,401,394,411
T06C12.6,124,109,98,125
F44C8.4,113,104,69,84
R11E3.5,211,155,216,209
R11E3.5,200,147,208,201
R11E3.5,117,92,127,115
C06G3.1,352,283,265,276
C06G3.1,355,290,267,287
T01G6.4,83,69,60,81
C33G8.11,150,121,90,123
F35E8.12,29,19,30,30
T12C9.5,139,101,101,120
T12C9.5,139,101,101,120
T12C9.5,137,101,98,117
ZC410.1,334,268,289,272
ZC410.1,238,195,196,186
ZC410.1,295,227,253,235
Y46H3D.5,68,80,57,73
Y46H3D.5,68,80,57,73
F44G3.9,12,7,9,7
Y70C5C.6,38,34,45,56
Y70C5C.6,37,34,45,56
ZK1025.9,4,3,2,3
Y45G5AM.1,1860,1806,1739,1788
Y45G5AM.1,1857,1803,1734,1783
T27B7.4,40,44,44,47
F09C6.9,66,65,60,50
F16B4.12,92,62,70,86
F16B4.12,92,62,68,84
F13A2.8,0,0,0,0
K12H6.1,376,331,364,379
R04B5.4,610,543,426,531
R04B5.4,646,576,460,557
C25B8.6,138,116,101,110
E02H9.8,122,116,97,136
E02H9.8,119,116,97,134
Y41D4B.9,262,226,215,259
M02H5.7,82,38,48,45
C17E7.8,12,10,11,6
C17E7.8,11,9,8,5
R02D1.1,136,81,90,80
F44C8.10,113,93,71,83
T13F3.3,222,181,170,211
F44C8.5a,21,28,31,24
F44C8.5a,55,57,59,81
C50B6.14,82,75,89,83
C50B6.14,86,76,91,84
Y5H2B.2,575,549,504,594
Y5H2B.2,575,552,504,597
T01G6.8,131,101,109,114
T01G6.2,152,134,123,139
R11G11.1,88,64,63,69
F44C8.8,122,118,129,97
F44C8.2,145,130,118,145
VC5.5,143,138,135,157
C13C4.3,136,141,104,143
C56E10.4,188,202,144,168
C56E10.4,200,207,158,179
C56E10.4,220,232,179,210
C28D4.9,796,705,660,715
C33G8.8,88,67,63,77
T01B10.4,518,441,441,503
T01B10.4,518,441,441,503
C33G8.9,113,101,100,128
F25E5.6,30,23,22,32
F25E5.6,27,20,22,29
F44E7.8,93,87,99,79
F59E11.11,143,135,127,130
F59E11.12,16,11,8,23
F59E11.12,72,67,68,88
Y39B6A.47,145,133,126,143
Y41D4B.27,128,102,90,103
C03G6.8,38,22,30,31
C03G6.10,27,17,18,20
C03G6.12,28,16,25,14
F33E11.1,94,76,80,89
C06B8.1,40,31,15,29
C12D5.2,93,75,76,83
C13C4.1,130,79,92,86
C13C4.2,219,200,166,195
C14C6.4,0,0,1,0
C17E7.1,57,30,44,49
C17E7.5,8,11,11,2
C17E7.6,11,6,7,9
C17E7.7,3,0,1,2
T12C9.6,52,38,46,35
C33G8.7,159,139,130,166
C33G8.10,34,27,28,21
C33G8.12,105,79,88,72
C41G6.5,2,3,0,1
C47F8.2,7,3,2,3
C49D10.2,0,0,2,2
C49F5.4,5,2,5,4
C50B6.8,197,158,198,171
C54C8.1,4,4,4,1
C02B4.2,531,431,458,483
C54E10.5,62,43,54,59
C54F6.8,17,17,21,19
C54F6.9,19,20,20,19
C56E10.1,202,168,149,189
E03H4.6,0,2,1,0
F09F3.10,10,7,5,6
F14H3.11,119,106,89,114
F16B4.1,113,84,66,85
F16B4.9,36,38,26,41
F16B4.11,50,45,38,42
F44C8.3,169,129,107,153
F31F4.12,115,84,95,92
F38H12.3,131,130,116,166
F41B5.9,118,104,93,106
F41B5.10,84,73,71,68
F44C8.9,67,47,45,49
F44C8.9,15,9,18,11
F47C10.1,1,0,0,1
F47C10.3,6,4,14,6
F47C10.4,4,5,6,5
F47C10.7,6,5,6,6
F47C10.8,2,1,0,1
E02H1.7,295,212,250,291
F48G7.11,81,60,63,77
F57A8.5,6,2,0,7
F57G8.6,57,34,37,62
F59E11.8,57,42,55,52
F59E11.10,38,32,34,44
K06B4.5,1,3,0,0
K06B4.7,1,1,2,1
K06B4.8,5,1,1,0
K06B4.10,8,2,5,2
C32F10.6,1233,1199,1090,1320
F43C1.4,909,796,742,904
M02H5.3,216,162,167,165
M02H5.4,279,275,219,253
M02H5.5,220,234,187,224
R02C2.4,114,83,109,104
R04B5.3,46,30,33,28
R07B7.13,28,25,21,27
R07B7.14,3,2,4,3
R07B7.15,16,16,14,18
R07B7.16,100,85,78,92
F21D12.1,651,493,550,575
F21D12.1,540,402,479,486
F21D12.1,648,488,549,575
F21D12.1,598,464,508,523
F21D12.1,598,464,508,523
R11G11.12,27,36,39,39
T01G6.5,50,62,67,48
T01G6.6,93,104,76,91
T01G6.6,94,106,76,91
T06C12.13,67,62,53,56
T07C5.3,1,0,0,1
T07C5.3,1,2,0,1
T07C5.4,0,0,0,0
T09D3.4,12,11,13,20
T09E11.2,0,0,0,0
T13F3.2,80,62,54,54
T13F3.2,65,53,47,40
T19A5.5,8,8,9,8
K06A1.4,738,637,634,748
T19H12.8,20,13,17,9
T24A6.8,47,27,35,35
T24A6.11,3,0,1,0
T26E4.8,0,0,0,0
T27B7.2,20,35,30,30
T27B7.3,52,36,42,50
T27B7.5,15,7,10,10
T27B7.6,168,151,141,139
T27B7.6,198,172,155,169
Y116A8C.18,0,2,0,0
C01H6.5,2029,1929,1847,1928
C01H6.5,1853,1754,1667,1757
C01H6.5,1845,1750,1653,1745
C01H6.5,1825,1737,1624,1726
C01H6.5,2264,2168,2053,2204
C01H6.5,1612,1502,1435,1503
Y17D7A.1,74,64,62,87
Y17D7B.1,25,21,26,22
Y22F5A.1,198,142,150,201
Y32B12B.6,0,0,0,0
Y38E10A.18,2,1,3,2
Y38E10A.19,2,5,1,0
Y38F2AL.5,20,11,9,21
Y46H3D.6,66,62,56,61
Y46H3D.7,54,49,39,53
Y54F10AM.1,598,642,593,705
Y69H2.8,0,0,0,0
Y69A2AR.26,0,1,0,0
Y80D3A.4,129,115,104,118
ZK1025.6,4,3,1,3
ZK1025.10,2,1,1,3
ZK1037.4,28,21,23,29
ZK1037.5,4,4,4,3
ZK218.6,0,0,0,0
ZK381.3,3,4,1,1
F11C1.6,1121,955,1047,1096
F11C1.6,953,784,846,897
ZK488.1,9,9,8,7
ZK488.4,4,3,2,2
ZK6.2,0,0,0,0
ZK6.4,15,7,8,20
ZK6.5,3,0,0,0
ZK678.2,0,1,1,0
ZK697.2,323,303,299,344
C17A2.1,1,1,0,0
C26B2.4,10,7,5,8
C27C7.8,3,1,0,0
T07C5.5,31,15,24,25
C38C3.9,5,5,12,8
C49D10.9,0,0,1,1
F09C6.8,0,0,0,1
F10G2.9,9,5,8,12
F14A5.1,0,0,0,0
F41D3.3,1,0,0,0
F56H1.2,1,1,0,2
H22D14.1,0,0,0,0
K06B4.6,1,0,0,2
R08H2.9,1,2,0,2
F16H9.2,5146,4704,4920,4887
R13D11.8,124,107,93,85
T03E6.3,0,1,0,1
T07C5.2,0,0,1,0
T12C9.1,38,34,40,33
Y41D4B.21,1361,1268,1232,1395
Y5H2A.2,11,9,13,12
Y71A12C.1,0,0,0,0
Y94H6A.1,9,6,19,9
ZK6.1,1,1,0,0
C11G6.4,424,350,365,399
C11G6.4,425,350,366,401
C29F9.13,3,3,2,2
F16B12.8,3,3,4,4
F54B8.2,2,2,2,1
F57A10.6,4,5,2,1
T26E4.16,0,0,1,1
VC5.6,100,84,56,75
Y41D4B.20,1,2,5,3
Y51A2B.3,0,0,0,0
H01A20.1,1019,820,875,828
C25E10.1,9,15,10,8
C26B2.3,2174,1796,1691,1798
C26B2.3,2180,1805,1710,1807
C26B2.3,1842,1480,1373,1480
K08H2.8,518,429,433,455
F58G6.5,1379,1153,1120,1238
F58G6.5,1233,1025,1012,1100
F58G6.5,1274,1082,1039,1145
F58G6.5,1233,1025,1012,1100
C07A12.3,629,577,537,634
C07A12.3,629,576,536,630
F07C3.10,69,61,65,78
F44C4.2,5,3,4,8
K01H12.3,0,2,4,1
F44A2.4,5,2,0,0
F32B6.1,706,622,558,626
T03G6.2,556,530,475,473
T03G6.2,697,640,588,603
T03G6.2,574,544,490,509
Y104H12A.1,470,379,439,414
C33G8.6,196,149,147,169
C29E6.5,472,358,381,439
T19A5.4,238,173,176,183
F16H11.5,677,578,571,599
C45E5.6,2607,2348,2421,2616
C45E5.6,2304,2084,2100,2282
C45E5.6,2149,1953,1972,2142
C24G6.4,726,593,604,623
ZK662.3,1512,1498,1492,1578
ZK662.3,1434,1402,1365,1478
K10C3.6,3929,3495,3516,3933
K10C3.6,3874,3454,3465,3873
K10C3.6,3899,3469,3484,3897
K10C3.6,3241,2869,2847,3176
Y73F8A.21,259,238,218,233
C06C6.5,164,110,130,119
C06C6.5,153,103,125,103
K06B4.1,18,10,10,14
K06B4.2,10,6,6,8
K06B4.11,118,98,99,107
F36D3.2,28,34,26,31
T01G6.7,168,133,115,109
F44C8.6,182,145,122,171
F44C8.6,182,145,123,172
T05B4.2,243,220,234,232
R11G11.2,126,103,122,139
R11G11.2,126,103,120,136
T27B7.1,79,64,72,58
C48D5.1,57,48,44,46
C48D5.1,54,44,42,45
F57A10.5,63,64,62,70
W01D2.2,579,565,577,572
W01D2.2,541,526,544,535
Y67A6A.2,750,600,564,666
Y67A6A.2,716,572,531,638
C06C6.4,54,37,45,51
C45E1.1,367,325,268,361
C45E1.1,368,326,270,363
Y17D7A.3,139,118,138,116
Y17D7A.3,136,116,135,116
T09A12.4,4317,3973,4018,4652
T09A12.4,4317,3973,4018,4652
T09A12.4,3463,3136,3105,3603
T09A12.4,4317,3973,4018,4652
C08F8.8,197,169,156,157
H12C20.3,2042,1746,1696,1946
T23H4.2,710,694,548,615
F54D1.4,107,72,66,82
Y51A2D.17,459,422,438,452
K11E4.5,1073,1024,1016,1158
K11E4.5,997,938,945,1064
C17A2.8,1,2,3,1
C27C7.4,2,1,1,3
C27C7.3,7,7,3,5
C49D10.6,1,2,1,1
C05G6.1,199,183,176,224
T15D6.6,0,0,0,0
F36A4.14,141,112,120,171
T26H2.9,205,178,168,222
F33D4.1,378,277,263,274
F33D4.1,386,289,276,288
H10E21.3,193,225,185,241
H10E21.3,196,228,189,246
C47F8.8,10,10,3,5
F41D3.1,0,0,1,0
F48G7.3a,17,27,39,19
T06C12.7,207,173,173,203
W05B5.3,132,126,140,133
W05B5.3,132,126,140,133
Y40B10A.8,1119,1067,1071,1230
Y41D4B.7,127,122,112,93
K08A2.5,492,447,516,463
K08A2.5,179,181,191,209
E03H4.13,0,0,0,0
ZK418.1,0,0,2,0
ZK488.2,127,127,111,116
Y15E3A.1,525,472,519,526
Y15E3A.1,525,472,519,526
Y41D4B.8,131,114,101,126
C12D5.8,42,54,28,46
C12D5.8,133,139,99,133
Y39B6A.17,215,191,191,204
Y39B6A.17,223,195,196,210
F44C8.11,78,78,61,94
H27C11.1,2404,2073,2174,2198
H27C11.1,2925,2504,2603,2658
M02H5.6,212,167,181,192
M02H5.1,39,26,26,28
B0395.1,180,163,145,144
B0495.4,1499,1395,1339,1417
C54F6.13,221,187,174,206
C54F6.13,205,177,167,198
F14B8.1,369,359,343,353
F14B8.1,400,387,377,389
F57C7.2,778,681,651,757
F57C7.2,778,681,651,757
F58E1.6,1,2,5,4
F58E1.6,1,2,4,2
Y18D10A.6,639,664,680,669
Y18D10A.6,629,642,659,651
ZK822.3,588,424,476,482
ZK822.3,590,436,484,485
ZK822.3,602,445,489,496
F54F3.1,8956,8166,7754,8653
K09A9.1,1993,1920,1900,1985
ZK1058.6,238,226,197,224
F28H6.3,2,4,2,2
R03A10.4,780,748,809,888
R03A10.4,823,785,836,933
Y37A1C.1,3741,3545,3546,4005
Y37A1C.1,523,580,546,604
Y37A1C.1,5352,5089,4861,5625
C40C9.5,427,340,387,373
C40C9.5,420,339,383,368
C01C4.1,106,87,84,97
F37A8.4,151,157,127,112
ZK1320.10,200,208,219,211
M01D7.5,35,33,23,50
E03D2.1,309,255,268,261
D1009.4,353,310,338,298
CC4.2,139,120,155,123
T13A10.5,411,334,286,313
Y45F10A.5,36,42,29,58
F33A8.2,161,152,149,179
K09C8.6,10,9,11,8
T24D8.5,21,21,26,20
F45E4.8,252,257,258,313
Y47D3B.2,389,326,317,311
Y47D3B.2,282,243,235,229
T24D8.3,4,2,1,0
T24D8.4,1,0,1,2
F35B12.7,263,258,238,275
Y43F8C.1,15,16,8,16
Y43F8C.2,34,25,21,34
B0213.2,641,721,363,990
B0213.3,426,457,246,862
B0213.4,787,825,548,1147
F48C11.3,96,75,98,118
B0213.5,17,34,18,45
B0213.6,329,368,231,520
F30H5.2,0,2,0,0
T19C4.7,298,332,212,486
B0213.17,13,26,24,46
C33A12.2,51,37,46,41
B0464.3,626,751,609,904
F48B9.4,46,39,36,34
C01A2.7,109,110,106,110
C54C8.9,18,27,10,44
F59C6.6,20,15,15,20
Y74C9A.2,3251,3131,3223,3409
C04H5.8,6,6,8,19
Y80D3A.10,37,36,34,48
T28H10.4,1,3,5,6
F36H12.1,148,128,134,148
F35C11.1,38,35,26,22
T23E7.4,221,220,173,215
F18E9.2,65,47,48,52
D2005.2,185,150,154,142
E03D2.2,192,175,149,184
E03D2.2,202,183,159,192
F20B10.1,1526,1255,1200,1337
ZK892.2,934,931,747,907
F13H8.4,218,207,192,207
F07F6.6,27,32,20,28
T01C3.10,27,16,29,14
T17E9.2,4047,4011,4313,4502
T17E9.2,4047,4011,4313,4502
T17E9.2,4400,4313,4635,4861
F52B10.1,16068,14330,12543,14248
F20G4.3,33816,32576,29490,35763
C15H9.1,1088,869,893,916
C34G6.6,15342,13483,13674,14860
C34G6.6,16650,14606,14956,16115
F52B11.3,12386,11248,12042,12946
Y75B8A.2,311,261,277,337
Y75B8A.2,214,178,197,225
F32E10.1,4719,4384,3894,4647
Y51H7C.11,1339,1339,1375,1399
K09B11.2,1125,1038,925,1116
R03D7.7,936,1040,954,1097
ZK1127.1,2046,2062,2005,2280
Y53C12B.3,8011,7954,7193,8519
Y53C12B.3,8196,8140,7352,8747
VC5.3,23463,20583,17979,22839
VC5.3,10250,8946,7686,9774
VC5.3,23235,20383,17713,22561
F59E12.4,443,368,373,463
F59E12.4,447,373,378,467
F59E12.5,510,525,473,546
F59E12.5,511,526,476,546
K07F5.13,5445,5051,4698,5328
K07F5.13,4759,4435,4011,4543
K07F5.13,5057,4698,4384,4928
ZK328.5,8476,8351,8306,9279
ZK328.5,13612,13075,12841,14382
F53F10.5,5028,5157,5325,5686
T23H2.1,12327,12138,11553,13278
Y37E3.15,2867,2809,2746,2874
Y37E3.15,5850,5518,5379,5904
C03D6.4,11195,10494,9524,11329
C29E4.4,7341,6910,6521,7376
Y56A3A.17,3820,3698,3792,4110
Y56A3A.17,3522,3438,3552,3820
Y43F4B.4,3653,3593,3501,3826
R06F6.5,3099,3018,3103,3407
R06F6.5,2735,2684,2757,2979
T01G9.4,6254,5739,5402,5946
Y77E11A.13,1993,1898,1896,2011
Y77E11A.13,2117,2023,1998,2108
R07G3.3,21452,20084,17851,21747
R07G3.3,21204,19839,17582,21459
R07G3.3,21534,20167,17945,21813
B0240.4,5961,5612,5842,6146
K12D12.2,13034,12713,12170,14160
Y54E5A.4,3277,3219,2975,3376
F07A11.3,4788,4741,4228,4776
F56A3.3,10277,9686,9377,10469
F56A3.3,7637,7252,6980,7889
T19B4.2,15576,15141,15344,17296
Y41D4B.19,9314,8711,9120,9960
Y41D4B.19,2233,2103,2375,2425
F59A2.1,22535,22421,22352,25472
F59A2.1,21216,21067,21021,23941
C39E6.6,9,6,9,9
T05A1.1,23,31,20,11
T05A1.1,29,32,22,15
C10C6.2,19,24,27,28
ZK455.3,10,6,6,1
D1007.7,6527,6163,5595,6457
R04A9.2,4187,3760,3897,4380
F55B12.5,2235,2104,2255,2281
C08B11.4,2590,2322,2197,2438
C29A12.4,596,417,449,475
C29A12.4,614,427,469,491
H15N14.2,4373,4052,3980,4333
H15N14.2,4734,4385,4297,4683
H12D21.1,0,0,0,0
Y50E8A.17,0,0,0,0
H12D21.12,0,0,0,0
ZC412.7,0,0,0,0
H12D21.13,0,0,0,0
ZC412.6,0,0,0,2
H12D21.14,0,0,0,0
H12D21.15,0,0,0,0
W06A7.5,1,0,0,1
C40H5.1,0,0,0,0
F38A5.14,0,0,0,0
C01G12.6,0,0,0,1
F35C5.10,3,2,3,3
F09F7.8,18,18,26,10
F38A5.12,0,0,0,0
F38A5.5,0,0,0,0
F38A5.10,0,0,0,0
F38A5.9,0,0,0,0
